person_id,entity_type,age_bucket,region
1250,person,25_34,SG
1251,person,35_44,UK
1252,person,18_24,EU
1253,person,55_64,US
1254,person,45_54,EU
1255,person,18_24,UK
1256,person,25_34,SG
1257,person,45_54,SG
1258,person,45_54,SG
1259,person,55_64,AE
1260,person,25_34,UK
1261,person,65_plus,US
1262,person,35_44,EU
1263,person,55_64,AE
1264,person,25_34,US
1265,person,18_24,UK
1266,person,18_24,SG
1267,person,35_44,UK
1268,person,65_plus,EU
1269,person,18_24,SG
1270,person,35_44,US
1271,person,18_24,SG
1272,person,65_plus,US
1273,person,55_64,AE
1274,person,55_64,US
1275,person,55_64,UK
1276,person,45_54,UK
1277,person,55_64,SG
1278,person,18_24,UK
1279,person,65_plus,EU
1280,person,55_64,UK
1281,person,55_64,EU
1282,person,35_44,US
1283,person,55_64,UK
1284,person,35_44,US
1285,person,18_24,AE
1286,person,65_plus,UK
1287,person,25_34,UK
1288,person,18_24,EU
1289,person,45_54,AE
1290,person,25_34,US
1291,person,65_plus,SG
1292,person,35_44,UK
1293,person,18_24,SG
1294,person,65_plus,UK
1295,person,45_54,SG
1296,person,25_34,UK
1297,person,55_64,AE
1298,person,45_54,EU
1299,person,18_24,UK
1300,person,55_64,EU
1301,person,35_44,UK
1302,person,55_64,UK
1303,person,65_plus,US
1304,person,45_54,EU
1305,person,55_64,EU
1306,person,25_34,AE
1307,person,25_34,UK
1308,person,35_44,EU
1309,person,65_plus,UK
1310,person,45_54,US
1311,person,35_44,EU
1312,person,55_64,UK
1313,person,65_plus,UK
1314,person,65_plus,AE
1315,person,25_34,UK
1316,person,55_64,SG
1317,person,45_54,AE
1318,person,35_44,US
1319,person,35_44,EU
1320,person,18_24,SG
1321,person,25_34,AE
1322,person,45_54,UK
1323,person,65_plus,AE
1324,person,65_plus,AE
1325,person,25_34,UK
1326,person,55_64,UK
1327,person,18_24,SG
1328,person,55_64,UK
1329,person,35_44,SG
1330,person,35_44,UK
1331,person,55_64,SG
1332,person,35_44,EU
1333,person,55_64,UK
1334,person,45_54,UK
1335,person,65_plus,UK
1336,person,45_54,US
1337,person,25_34,UK
1338,person,55_64,AE
1339,person,35_44,SG
1340,person,45_54,EU
1341,person,18_24,AE
1342,person,18_24,SG
1343,person,45_54,SG
1344,person,25_34,UK
1345,person,65_plus,SG
1346,person,65_plus,US
1347,person,55_64,AE
1348,person,55_64,US
1349,person,45_54,SG
1350,person,18_24,EU
1351,person,35_44,UK
1352,person,35_44,UK
1353,person,65_plus,AE
1354,person,25_34,SG
1355,person,35_44,EU
1356,person,35_44,SG
1357,person,18_24,UK
1358,person,18_24,UK
1359,person,35_44,US
1360,person,18_24,SG
1361,person,18_24,AE
1362,person,35_44,SG
1363,person,25_34,EU
1364,person,45_54,AE
1365,person,18_24,US
1366,person,25_34,AE
1367,person,35_44,UK
1368,person,65_plus,UK
1369,person,45_54,UK
1370,person,65_plus,AE
1371,person,35_44,UK
1372,person,35_44,AE
1373,person,35_44,SG
1374,person,65_plus,UK
1375,person,65_plus,AE
1376,person,65_plus,UK
1377,person,55_64,UK
1378,person,45_54,US
1379,person,45_54,EU
1380,person,65_plus,EU
1381,person,25_34,UK
1382,person,35_44,SG
1383,person,65_plus,UK
1384,person,35_44,EU
1385,person,25_34,US
1386,person,45_54,US
1387,person,25_34,SG
1388,person,65_plus,EU
1389,person,65_plus,SG
1390,person,25_34,SG
1391,person,45_54,EU
1392,person,65_plus,EU
1393,person,55_64,US
1394,person,25_34,US
1395,person,45_54,UK
1396,person,45_54,US
1397,person,45_54,UK
1398,person,18_24,US
1399,person,25_34,AE
1400,person,65_plus,US
1401,person,25_34,SG
1402,person,25_34,EU
1403,person,25_34,AE
1404,person,25_34,AE
1405,person,18_24,AE
1406,person,35_44,SG
1407,person,65_plus,SG
1408,person,18_24,US
1409,person,25_34,AE
1410,person,18_24,AE
1411,person,45_54,US
1412,person,25_34,UK
1413,person,55_64,UK
1414,person,45_54,EU
1415,person,55_64,UK
1416,person,45_54,EU
1417,person,35_44,UK
1418,person,65_plus,AE
1419,person,35_44,UK
1420,person,65_plus,SG
1421,person,65_plus,EU
1422,person,45_54,UK
1423,person,55_64,SG
1424,person,25_34,AE
1425,person,55_64,SG
1426,person,55_64,AE
1427,person,65_plus,US
1428,person,25_34,SG
1429,person,55_64,UK
1430,person,35_44,AE
1431,person,25_34,SG
1432,person,25_34,EU
1433,person,45_54,EU
1434,person,25_34,SG
1435,person,18_24,UK
1436,person,35_44,AE
1437,person,45_54,EU
1438,person,25_34,UK
1439,person,65_plus,EU
1440,person,55_64,AE
1441,person,45_54,EU
1442,person,65_plus,US
1443,person,35_44,AE
1444,person,18_24,UK
1445,person,18_24,SG
1446,person,65_plus,EU
1447,person,65_plus,SG
1448,person,55_64,UK
1449,person,18_24,UK
1450,person,25_34,SG
1451,person,18_24,AE
1452,person,18_24,AE
1453,person,25_34,SG
1454,person,45_54,US
1455,person,18_24,UK
1456,person,65_plus,EU
1457,person,35_44,SG
1458,person,25_34,EU
1459,person,45_54,US
1460,person,55_64,UK
1461,person,25_34,US
1462,person,18_24,EU
1463,person,18_24,UK
1464,person,65_plus,UK
1465,person,18_24,US
1466,person,45_54,EU
1467,person,35_44,UK
1468,person,55_64,US
1469,person,18_24,UK
1470,person,65_plus,UK
1471,person,55_64,UK
1472,person,35_44,US
1473,person,25_34,AE
1474,person,65_plus,EU
1475,person,25_34,EU
1476,person,35_44,EU
1477,person,35_44,EU
1478,person,25_34,SG
1479,person,35_44,EU
1480,person,18_24,SG
1481,person,18_24,AE
1482,person,25_34,AE
1483,person,18_24,US
1484,person,35_44,SG
1485,person,65_plus,AE
1486,person,18_24,SG
1487,person,18_24,EU
1488,person,18_24,UK
1489,person,45_54,UK
1490,person,25_34,AE
1491,person,35_44,US
1492,person,18_24,EU
1493,person,25_34,EU
1494,person,35_44,EU
1495,person,35_44,AE
1496,person,45_54,SG
1497,person,55_64,AE
1498,person,35_44,EU
1499,person,65_plus,US
1500,person,45_54,UK
1501,person,25_34,AE
1502,person,25_34,US
1503,person,25_34,US
1504,person,45_54,US
1505,person,25_34,EU
1506,person,65_plus,AE
1507,person,35_44,US
1508,person,65_plus,SG
1509,person,55_64,UK
1510,person,35_44,EU
1511,person,25_34,AE
1512,person,55_64,UK
1513,person,25_34,UK
1514,person,25_34,AE
1515,person,65_plus,EU
1516,person,35_44,EU
1517,person,18_24,US
1518,person,35_44,UK
1519,person,35_44,UK
1520,person,65_plus,UK
1521,person,55_64,UK
1522,person,25_34,UK
1523,person,18_24,SG
1524,person,45_54,EU
1525,person,18_24,UK
1526,person,25_34,UK
1527,person,18_24,US
1528,person,18_24,AE
1529,person,65_plus,EU
1530,person,18_24,UK
1531,person,18_24,EU
1532,person,65_plus,US
1533,person,25_34,UK
1534,person,55_64,AE
1535,person,18_24,SG
1536,person,18_24,EU
1537,person,18_24,AE
1538,person,55_64,EU
1539,person,45_54,UK
1540,person,35_44,AE
1541,person,25_34,AE
1542,person,18_24,EU
1543,person,45_54,US
1544,person,25_34,UK
1545,person,45_54,SG
1546,person,55_64,SG
1547,person,65_plus,SG
1548,person,35_44,US
1549,person,18_24,SG
1550,person,25_34,US
1551,person,65_plus,AE
1552,person,45_54,UK
1553,person,45_54,US
1554,person,35_44,US
1555,person,18_24,US
1556,person,65_plus,UK
1557,person,55_64,EU
1558,person,65_plus,AE
1559,person,65_plus,UK
1560,person,25_34,SG
1561,person,25_34,SG
1562,person,25_34,US
1563,person,65_plus,UK
1564,person,45_54,UK
1565,person,35_44,EU
1566,person,65_plus,UK
1567,person,45_54,UK
1568,person,65_plus,UK
1569,person,65_plus,UK
1570,person,18_24,AE
1571,person,35_44,SG
1572,person,55_64,UK
1573,person,55_64,SG
1574,person,18_24,UK
1575,person,25_34,US
1576,person,45_54,UK
1577,person,55_64,UK
1578,person,18_24,UK
1579,person,45_54,US
1580,person,25_34,US
1581,person,25_34,EU
1582,person,45_54,SG
1583,person,35_44,SG
1584,person,45_54,SG
1585,person,25_34,US
1586,person,55_64,US
1587,person,18_24,US
1588,person,65_plus,EU
1589,person,18_24,US
1590,person,55_64,UK
1591,person,35_44,AE
1592,person,35_44,EU
1593,person,18_24,SG
1594,person,55_64,AE
1595,person,18_24,US
1596,person,45_54,AE
1597,person,55_64,US
1598,person,65_plus,UK
1599,person,55_64,UK
1600,person,25_34,UK
1601,person,55_64,AE
1602,person,55_64,US
1603,person,25_34,EU
1604,person,18_24,US
1605,person,65_plus,EU
1606,person,18_24,AE
1607,person,45_54,AE
1608,person,25_34,UK
1609,person,18_24,SG
1610,person,55_64,EU
1611,person,18_24,UK
1612,person,55_64,AE
1613,person,55_64,UK
1614,person,18_24,EU
1615,person,25_34,UK
1616,person,55_64,US
1617,person,45_54,US
1618,person,18_24,EU
1619,person,65_plus,UK
1620,person,25_34,UK
1621,person,18_24,AE
1622,person,65_plus,AE
1623,person,18_24,AE
1624,person,45_54,US
1625,person,65_plus,US
1626,person,45_54,SG
1627,person,45_54,SG
1628,person,35_44,US
1629,person,18_24,EU
1630,person,45_54,US
1631,person,65_plus,UK
1632,person,18_24,UK
1633,person,65_plus,SG
1634,person,35_44,AE
1635,person,45_54,UK
1636,person,18_24,UK
1637,person,45_54,UK
1638,person,25_34,SG
1639,person,25_34,EU
1640,person,55_64,EU
1641,person,18_24,UK
1642,person,35_44,AE
1643,person,45_54,US
1644,person,18_24,SG
1645,person,25_34,SG
1646,person,35_44,UK
1647,person,45_54,AE
1648,person,65_plus,US
1649,person,65_plus,SG
1650,person,25_34,EU
1651,person,18_24,AE
1652,person,18_24,AE
1653,person,45_54,US
1654,person,18_24,UK
1655,person,25_34,AE
1656,person,65_plus,AE
1657,person,65_plus,US
1658,person,65_plus,US
1659,person,25_34,EU
1660,person,45_54,UK
1661,person,45_54,AE
1662,person,25_34,US
1663,person,45_54,EU
1664,person,45_54,SG
1665,person,35_44,UK
1666,person,55_64,UK
1667,person,55_64,EU
1668,person,45_54,US
1669,person,55_64,EU
1670,person,55_64,UK
1671,person,45_54,EU
1672,person,25_34,EU
1673,person,55_64,US
1674,person,55_64,US
1675,person,65_plus,AE
1676,person,18_24,AE
1677,person,35_44,EU
1678,person,65_plus,AE
1679,person,45_54,US
1680,person,65_plus,UK
1681,person,18_24,EU
1682,person,18_24,SG
1683,person,55_64,AE
1684,person,35_44,EU
1685,person,45_54,UK
1686,person,35_44,UK
1687,person,35_44,UK
1688,person,65_plus,SG
1689,person,18_24,US
1690,person,55_64,US
1691,person,65_plus,SG
1692,person,45_54,AE
1693,person,35_44,SG
1694,person,18_24,UK
1695,person,55_64,US
1696,person,35_44,AE
1697,person,18_24,SG
1698,person,35_44,EU
1699,person,65_plus,EU
1700,person,25_34,AE
1701,person,25_34,UK
1702,person,55_64,US
1703,person,25_34,UK
1704,person,65_plus,AE
1705,person,65_plus,UK
1706,person,65_plus,UK
1707,person,65_plus,EU
1708,person,25_34,EU
1709,person,25_34,US
1710,person,35_44,EU
1711,person,35_44,EU
1712,person,65_plus,US
1713,person,55_64,US
1714,person,45_54,AE
1715,person,65_plus,US
1716,person,45_54,US
1717,person,35_44,SG
1718,person,35_44,UK
1719,person,45_54,SG
1720,person,18_24,AE
1721,person,55_64,EU
1722,person,45_54,UK
1723,person,55_64,EU
1724,person,45_54,EU
1725,person,55_64,US
1726,person,65_plus,AE
1727,person,45_54,US
1728,person,35_44,UK
1729,person,18_24,EU
1730,person,55_64,SG
1731,person,65_plus,EU
1732,person,55_64,US
1733,person,65_plus,SG
1734,person,65_plus,EU
1735,person,55_64,SG
1736,person,45_54,EU
1737,person,18_24,UK
1738,person,18_24,EU
1739,person,25_34,US
1740,person,35_44,UK
1741,person,55_64,AE
1742,person,35_44,US
1743,person,18_24,UK
1744,person,25_34,AE
1745,person,65_plus,AE
1746,person,65_plus,UK
1747,person,35_44,UK
1748,person,55_64,EU
1749,person,55_64,US
1750,person,65_plus,SG
1751,person,65_plus,US
1752,person,45_54,SG
1753,person,35_44,UK
1754,person,45_54,SG
1755,person,25_34,AE
1756,person,35_44,US
1757,person,45_54,US
1758,person,45_54,EU
1759,person,45_54,AE
1760,person,35_44,UK
1761,person,35_44,EU
1762,person,18_24,UK
1763,person,45_54,AE
1764,person,45_54,US
1765,person,65_plus,AE
1766,person,45_54,SG
1767,person,35_44,US
1768,person,18_24,US
1769,person,25_34,EU
1770,person,35_44,US
1771,person,35_44,SG
1772,person,35_44,AE
1773,person,35_44,US
1774,person,55_64,AE
1775,person,18_24,AE
1776,person,25_34,US
1777,person,18_24,US
1778,person,25_34,UK
1779,person,55_64,EU
1780,person,18_24,AE
1781,person,35_44,UK
1782,person,18_24,EU
1783,person,65_plus,SG
1784,person,55_64,EU
1785,person,25_34,AE
1786,person,25_34,SG
1787,person,18_24,UK
1788,person,35_44,EU
1789,person,55_64,SG
1790,person,45_54,AE
1791,person,65_plus,AE
1792,person,35_44,AE
1793,person,25_34,UK
1794,person,35_44,SG
1795,person,25_34,UK
1796,person,65_plus,UK
1797,person,25_34,SG
1798,person,35_44,US
1799,person,45_54,SG
1800,person,18_24,AE
1801,person,35_44,UK
1802,person,35_44,US
1803,person,25_34,AE
1804,person,18_24,US
1805,person,18_24,US
1806,person,18_24,US
1807,person,35_44,AE
1808,person,18_24,UK
1809,person,65_plus,AE
1810,person,25_34,AE
1811,person,45_54,AE
1812,person,55_64,US
1813,person,35_44,US
1814,person,65_plus,EU
1815,person,18_24,EU
1816,person,25_34,AE
1817,person,25_34,US
1818,person,18_24,SG
1819,person,25_34,UK
1820,person,25_34,SG
1821,person,55_64,SG
1822,person,25_34,AE
1823,person,65_plus,UK
1824,person,55_64,US
1825,person,65_plus,US
1826,person,18_24,US
1827,person,65_plus,UK
1828,person,45_54,US
1829,person,65_plus,EU
1830,person,35_44,SG
1831,person,65_plus,EU
1832,person,45_54,US
1833,person,18_24,SG
1834,person,35_44,UK
1835,person,18_24,SG
1836,person,65_plus,SG
1837,person,25_34,UK
1838,person,25_34,UK
1839,person,45_54,AE
1840,person,35_44,EU
1841,person,18_24,AE
1842,person,55_64,US
1843,person,65_plus,EU
1844,person,55_64,EU
1845,person,45_54,SG
1846,person,35_44,UK
1847,person,45_54,US
1848,person,45_54,EU
1849,person,18_24,UK
1850,person,18_24,EU
1851,person,25_34,US
1852,person,35_44,SG
1853,person,18_24,UK
1854,person,18_24,AE
1855,person,65_plus,AE
1856,person,35_44,SG
1857,person,45_54,AE
1858,person,45_54,US
1859,person,55_64,AE
1860,person,55_64,SG
1861,person,25_34,US
1862,person,65_plus,UK
1863,person,35_44,US
1864,person,65_plus,AE
1865,person,35_44,AE
1866,person,18_24,US
1867,person,55_64,EU
1868,person,18_24,SG
1869,person,55_64,UK
1870,person,18_24,UK
1871,person,25_34,US
1872,person,45_54,AE
1873,person,65_plus,EU
1874,person,35_44,US
1875,person,18_24,EU
1876,person,25_34,US
1877,person,65_plus,UK
1878,person,55_64,US
1879,person,18_24,US
1880,person,35_44,EU
1881,person,25_34,EU
1882,person,25_34,SG
1883,person,65_plus,UK
1884,person,45_54,UK
1885,person,25_34,UK
1886,person,45_54,AE
1887,person,35_44,EU
1888,person,18_24,UK
1889,person,35_44,AE
1890,person,25_34,UK
1891,person,25_34,EU
1892,person,65_plus,UK
1893,person,55_64,SG
1894,person,18_24,SG
1895,person,65_plus,SG
1896,person,45_54,EU
1897,person,65_plus,EU
1898,person,55_64,AE
1899,person,35_44,AE
1900,person,45_54,UK
1901,person,45_54,SG
1902,person,55_64,AE
1903,person,25_34,US
1904,person,25_34,SG
1905,person,25_34,UK
1906,person,25_34,UK
1907,person,18_24,UK
1908,person,18_24,UK
1909,person,65_plus,AE
1910,person,18_24,SG
1911,person,65_plus,SG
1912,person,18_24,EU
1913,person,55_64,AE
1914,person,25_34,UK
1915,person,45_54,AE
1916,person,25_34,UK
1917,person,35_44,UK
1918,person,35_44,UK
1919,person,45_54,SG
1920,person,35_44,EU
1921,person,45_54,US
1922,person,55_64,US
1923,person,35_44,SG
1924,person,35_44,EU
1925,person,18_24,UK
1926,person,35_44,EU
1927,person,18_24,EU
1928,person,25_34,SG
1929,person,65_plus,SG
1930,person,18_24,UK
1931,person,35_44,SG
1932,person,65_plus,UK
1933,person,65_plus,SG
1934,person,18_24,EU
1935,person,18_24,EU
1936,person,35_44,US
1937,person,45_54,EU
1938,person,65_plus,SG
1939,person,25_34,AE
1940,person,18_24,AE
1941,person,25_34,US
1942,person,65_plus,US
1943,person,18_24,US
1944,person,35_44,SG
1945,person,18_24,US
1946,person,18_24,US
1947,person,65_plus,US
1948,person,18_24,EU
1949,person,25_34,US
1950,person,65_plus,SG
1951,person,45_54,US
1952,person,18_24,AE
1953,person,35_44,AE
1954,person,65_plus,US
1955,person,35_44,AE
1956,person,45_54,UK
1957,person,45_54,AE
1958,person,45_54,EU
1959,person,25_34,US
1960,person,65_plus,EU
1961,person,65_plus,US
1962,person,18_24,EU
1963,person,55_64,SG
1964,person,55_64,UK
1965,person,55_64,AE
1966,person,35_44,AE
1967,person,35_44,US
1968,person,65_plus,US
1969,person,18_24,SG
1970,person,55_64,UK
1971,person,65_plus,SG
1972,person,55_64,EU
1973,person,35_44,SG
1974,person,45_54,EU
1975,person,18_24,SG
1976,person,65_plus,SG
1977,person,35_44,EU
1978,person,18_24,SG
1979,person,55_64,US
1980,person,45_54,EU
1981,person,45_54,US
1982,person,18_24,AE
1983,person,55_64,UK
1984,person,45_54,AE
1985,person,55_64,AE
1986,person,55_64,US
1987,person,25_34,SG
1988,person,25_34,EU
1989,person,65_plus,UK
1990,person,45_54,US
1991,person,35_44,AE
1992,person,25_34,EU
1993,person,45_54,SG
1994,person,55_64,SG
1995,person,18_24,SG
1996,person,45_54,EU
1997,person,65_plus,EU
1998,person,25_34,US
1999,person,25_34,AE
2000,person,65_plus,AE
2001,person,18_24,US
2002,person,35_44,AE
2003,person,35_44,US
2004,person,55_64,EU
2005,person,18_24,UK
2006,person,35_44,SG
2007,person,18_24,SG
2008,person,55_64,AE
2009,person,45_54,SG
2010,person,35_44,UK
2011,person,35_44,US
2012,person,18_24,SG
2013,person,65_plus,US
2014,person,45_54,US
2015,person,25_34,AE
2016,person,35_44,SG
2017,person,55_64,SG
2018,person,55_64,US
2019,person,35_44,EU
2020,person,25_34,US
2021,person,45_54,AE
2022,person,45_54,SG
2023,person,45_54,SG
2024,person,18_24,UK
2025,person,35_44,AE
2026,person,45_54,EU
2027,person,65_plus,AE
2028,person,45_54,US
2029,person,35_44,AE
2030,person,45_54,AE
2031,person,25_34,SG
2032,person,18_24,AE
2033,person,55_64,SG
2034,person,65_plus,AE
2035,person,65_plus,UK
2036,person,45_54,UK
2037,person,18_24,US
2038,person,65_plus,AE
2039,person,35_44,SG
2040,person,25_34,US
2041,person,65_plus,US
2042,person,55_64,SG
2043,person,55_64,AE
2044,person,25_34,AE
2045,person,65_plus,UK
2046,person,35_44,US
2047,person,45_54,EU
2048,person,55_64,SG
2049,person,45_54,US
2050,person,25_34,AE
2051,person,25_34,US
2052,person,35_44,SG
2053,person,65_plus,UK
2054,person,55_64,AE
2055,person,35_44,UK
2056,person,55_64,EU
2057,person,55_64,AE
2058,person,35_44,AE
2059,person,35_44,US
2060,person,65_plus,US
2061,person,45_54,UK
2062,person,18_24,AE
2063,person,55_64,UK
2064,person,45_54,UK
2065,person,45_54,US
2066,person,55_64,UK
2067,person,65_plus,UK
2068,person,25_34,SG
2069,person,35_44,SG
2070,person,25_34,EU
2071,person,45_54,SG
2072,person,35_44,SG
2073,person,35_44,EU
2074,person,55_64,SG
2075,person,35_44,US
2076,person,35_44,AE
2077,person,35_44,UK
2078,person,25_34,EU
2079,person,18_24,EU
2080,person,55_64,EU
2081,person,18_24,AE
2082,person,25_34,SG
2083,person,55_64,US
2084,person,18_24,US
2085,person,45_54,AE
2086,person,55_64,US
2087,person,45_54,EU
2088,person,25_34,UK
2089,person,18_24,EU
2090,person,65_plus,SG
2091,person,25_34,US
2092,person,55_64,US
2093,person,25_34,US
2094,person,18_24,AE
2095,person,55_64,AE
2096,person,65_plus,UK
2097,person,65_plus,UK
2098,person,55_64,EU
2099,person,25_34,AE
2100,person,65_plus,US
2101,person,55_64,AE
2102,person,25_34,SG
2103,person,18_24,US
2104,person,65_plus,EU
2105,person,25_34,EU
2106,person,55_64,UK
2107,person,18_24,US
2108,person,25_34,EU
2109,person,25_34,EU
2110,person,25_34,UK
2111,person,55_64,SG
2112,person,65_plus,AE
2113,person,65_plus,US
2114,person,55_64,US
2115,person,25_34,AE
2116,person,65_plus,US
2117,person,45_54,SG
2118,person,45_54,US
2119,person,55_64,US
2120,person,55_64,US
2121,person,65_plus,SG
2122,person,45_54,SG
2123,person,45_54,US
2124,person,55_64,UK
2125,person,25_34,AE
2126,person,25_34,AE
2127,person,45_54,UK
2128,person,18_24,EU
2129,person,25_34,AE
2130,person,55_64,EU
2131,person,65_plus,AE
2132,person,45_54,SG
2133,person,35_44,AE
2134,person,35_44,UK
2135,person,55_64,US
2136,person,45_54,US
2137,person,18_24,AE
2138,person,45_54,EU
2139,person,35_44,EU
2140,person,55_64,UK
2141,person,65_plus,SG
2142,person,65_plus,AE
2143,person,45_54,UK
2144,person,35_44,EU
2145,person,35_44,EU
2146,person,25_34,AE
2147,person,65_plus,US
2148,person,65_plus,EU
2149,person,65_plus,EU
2150,person,25_34,US
2151,person,25_34,EU
2152,person,65_plus,UK
2153,person,45_54,AE
2154,person,55_64,US
2155,person,35_44,EU
2156,person,35_44,SG
2157,person,45_54,SG
2158,person,55_64,UK
2159,person,35_44,UK
2160,person,55_64,UK
2161,person,25_34,SG
2162,person,35_44,SG
2163,person,65_plus,SG
2164,person,65_plus,SG
2165,person,65_plus,US
2166,person,25_34,US
2167,person,65_plus,SG
2168,person,65_plus,EU
2169,person,65_plus,AE
2170,person,18_24,AE
2171,person,55_64,AE
2172,person,65_plus,AE
2173,person,55_64,EU
2174,person,25_34,UK
2175,person,55_64,US
2176,person,18_24,SG
2177,person,35_44,SG
2178,person,45_54,EU
2179,person,35_44,EU
2180,person,55_64,US
2181,person,25_34,AE
2182,person,45_54,UK
2183,person,45_54,EU
2184,person,45_54,EU
2185,person,25_34,AE
2186,person,25_34,US
2187,person,25_34,UK
2188,person,35_44,EU
2189,person,45_54,UK
2190,person,35_44,US
2191,person,35_44,AE
2192,person,25_34,US
2193,person,25_34,AE
2194,person,45_54,SG
2195,person,55_64,AE
2196,person,25_34,EU
2197,person,65_plus,AE
2198,person,45_54,EU
2199,person,25_34,US
2200,person,35_44,SG
2201,person,18_24,EU
2202,person,18_24,EU
2203,person,35_44,UK
2204,person,35_44,UK
2205,person,55_64,US
2206,person,18_24,AE
2207,person,65_plus,EU
2208,person,25_34,US
2209,person,18_24,AE
2210,person,55_64,SG
2211,person,55_64,UK
2212,person,45_54,US
2213,person,18_24,UK
2214,person,18_24,EU
2215,person,35_44,EU
2216,person,35_44,SG
2217,person,65_plus,UK
2218,person,25_34,EU
2219,person,25_34,EU
2220,person,65_plus,EU
2221,person,18_24,SG
2222,person,18_24,EU
2223,person,35_44,EU
2224,person,35_44,US
2225,person,45_54,SG
2226,person,65_plus,UK
2227,person,65_plus,AE
2228,person,25_34,AE
2229,person,65_plus,SG
2230,person,45_54,US
2231,person,18_24,SG
2232,person,65_plus,US
2233,person,18_24,EU
2234,person,45_54,EU
2235,person,55_64,UK
2236,person,25_34,AE
2237,person,25_34,EU
2238,person,35_44,EU
2239,person,65_plus,AE
2240,person,25_34,US
2241,person,45_54,SG
2242,person,35_44,EU
2243,person,18_24,EU
2244,person,55_64,SG
2245,person,55_64,US
2246,person,45_54,UK
2247,person,25_34,AE
2248,person,18_24,US
2249,person,35_44,SG
2250,person,45_54,EU
2251,person,45_54,US
2252,person,25_34,SG
2253,person,45_54,AE
2254,person,25_34,EU
2255,person,55_64,SG
2256,person,55_64,AE
2257,person,45_54,SG
2258,person,18_24,UK
2259,person,65_plus,UK
2260,person,18_24,EU
2261,person,65_plus,UK
2262,person,18_24,SG
2263,person,45_54,AE
2264,person,18_24,US
2265,person,18_24,US
2266,person,55_64,SG
2267,person,55_64,US
2268,person,18_24,US
2269,person,65_plus,US
2270,person,25_34,EU
2271,person,25_34,UK
2272,person,25_34,US
2273,person,35_44,AE
2274,person,25_34,UK
2275,person,35_44,EU
2276,person,25_34,EU
2277,person,18_24,AE
2278,person,35_44,US
2279,person,55_64,US
2280,person,55_64,SG
2281,person,35_44,EU
2282,person,25_34,SG
2283,person,55_64,UK
2284,person,55_64,UK
2285,person,55_64,AE
2286,person,65_plus,SG
2287,person,55_64,UK
2288,person,65_plus,US
2289,person,35_44,UK
2290,person,35_44,SG
2291,person,25_34,SG
2292,person,25_34,EU
2293,person,55_64,EU
2294,person,55_64,EU
2295,person,55_64,EU
2296,person,25_34,EU
2297,person,35_44,EU
2298,person,25_34,US
2299,person,65_plus,AE
2300,person,25_34,SG
2301,person,18_24,EU
2302,person,45_54,AE
2303,person,65_plus,EU
2304,person,65_plus,AE
2305,person,18_24,EU
2306,person,25_34,US
2307,person,18_24,EU
2308,person,25_34,SG
2309,person,45_54,EU
2310,person,25_34,AE
2311,person,18_24,UK
2312,person,45_54,US
2313,person,18_24,UK
2314,person,25_34,AE
2315,person,18_24,US
2316,person,18_24,SG
2317,person,35_44,AE
2318,person,65_plus,US
2319,person,55_64,UK
2320,person,18_24,EU
2321,person,18_24,EU
2322,person,35_44,AE
2323,person,45_54,AE
2324,person,55_64,US
2325,person,55_64,AE
2326,person,35_44,EU
2327,person,25_34,SG
2328,person,18_24,EU
2329,person,18_24,EU
2330,person,18_24,EU
2331,person,65_plus,US
2332,person,25_34,EU
2333,person,55_64,EU
2334,person,45_54,EU
2335,person,45_54,UK
2336,person,35_44,AE
2337,person,55_64,EU
2338,person,18_24,UK
2339,person,18_24,US
2340,person,35_44,AE
2341,person,35_44,EU
2342,person,45_54,AE
2343,person,55_64,SG
2344,person,45_54,SG
2345,person,25_34,EU
2346,person,25_34,UK
2347,person,55_64,EU
2348,person,25_34,AE
2349,person,45_54,SG
2350,person,45_54,SG
2351,person,55_64,AE
2352,person,55_64,EU
2353,person,35_44,EU
2354,person,25_34,AE
2355,person,35_44,US
2356,person,35_44,EU
2357,person,25_34,EU
2358,person,45_54,AE
2359,person,25_34,UK
2360,person,45_54,UK
2361,person,55_64,SG
2362,person,65_plus,UK
2363,person,18_24,UK
2364,person,55_64,AE
2365,person,18_24,US
2366,person,35_44,SG
2367,person,25_34,US
2368,person,18_24,UK
2369,person,25_34,UK
2370,person,18_24,SG
2371,person,55_64,UK
2372,person,18_24,US
2373,person,35_44,EU
2374,person,55_64,EU
2375,person,65_plus,AE
2376,person,65_plus,SG
2377,person,18_24,SG
2378,person,65_plus,EU
2379,person,45_54,EU
2380,person,25_34,SG
2381,person,35_44,UK
2382,person,65_plus,EU
2383,person,35_44,SG
2384,person,25_34,SG
2385,person,65_plus,UK
2386,person,65_plus,SG
2387,person,65_plus,US
2388,person,65_plus,EU
2389,person,65_plus,SG
2390,person,35_44,AE
2391,person,25_34,US
2392,person,45_54,EU
2393,person,25_34,EU
2394,person,35_44,US
2395,person,45_54,UK
2396,person,65_plus,US
2397,person,25_34,UK
2398,person,25_34,UK
2399,person,55_64,US
2400,person,18_24,SG
2401,person,45_54,AE
2402,person,55_64,UK
2403,person,45_54,EU
2404,person,35_44,US
2405,person,55_64,US
2406,person,35_44,AE
2407,person,55_64,SG
2408,person,35_44,US
2409,person,18_24,UK
2410,person,45_54,UK
2411,person,18_24,UK
2412,person,65_plus,SG
2413,person,45_54,EU
2414,person,35_44,EU
2415,person,35_44,SG
2416,person,45_54,AE
2417,person,25_34,US
